id,Search Terms
ENST00000512701,ENST00000512701[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371225,ENST00000371225[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000536681,ENST00000536681[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375068,ENST00000375068[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377474,ENST00000377474[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000597336,ENST00000597336[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000305364,ENST00000305364[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000445817,ENST00000445817[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000468660,ENST00000468660[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000421606,ENST00000421606[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379958,ENST00000379958[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000304905,ENST00000304905[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000285407,ENST00000285407[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000298316,ENST00000298316[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000612363,ENST00000612363[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000590949,ENST00000590949[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263754,ENST00000263754[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394419,ENST00000394419[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000247470,ENST00000247470[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000421424,ENST00000421424[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000309794,ENST00000309794[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000240139,ENST00000240139[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000359543,ENST00000359543[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000318522,ENST00000318522[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000340126,ENST00000340126[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000497731,ENST00000497731[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000649276,ENST00000649276[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373177,ENST00000373177[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000343067,ENST00000343067[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320201,ENST00000320201[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265340,ENST00000265340[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000309955,ENST00000309955[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367435,ENST00000367435[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379852,ENST00000379852[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371856,ENST00000371856[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394662,ENST00000394662[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000316881,ENST00000316881[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000519676,ENST00000519676[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367607,ENST00000367607[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000517833,ENST00000517833[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370495,ENST00000370495[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354952,ENST00000354952[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000283905,ENST00000283905[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266556,ENST00000266556[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000654602,ENST00000654602[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369755,ENST00000369755[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000290246,ENST00000290246[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000398868,ENST00000398868[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000305031,ENST00000305031[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264158,ENST00000264158[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000523505,ENST00000523505[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380842,ENST00000380842[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354541,ENST00000354541[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000497571,ENST00000497571[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357266,ENST00000357266[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000623058,ENST00000623058[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000298694,ENST00000298694[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303251,ENST00000303251[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000449193,ENST00000449193[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264914,ENST00000264914[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000633556,ENST00000633556[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379221,ENST00000379221[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371204,ENST00000371204[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000488231,ENST00000488231[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000225276,ENST00000225276[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000272322,ENST00000272322[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392552,ENST00000392552[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000435041,ENST00000435041[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000608819,ENST00000608819[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392038,ENST00000392038[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000346027,ENST00000346027[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000005259,ENST00000005259[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682850,ENST00000682850[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000254691,ENST00000254691[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000366958,ENST00000366958[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000683363,ENST00000683363[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303052,ENST00000303052[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000609212,ENST00000609212[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296215,ENST00000296215[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000442824,ENST00000442824[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000646789,ENST00000646789[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373471,ENST00000373471[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263923,ENST00000263923[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000645898,ENST00000645898[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372469,ENST00000372469[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000555002,ENST00000555002[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342280,ENST00000342280[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000324103,ENST00000324103[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377304,ENST00000377304[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000527786,ENST00000527786[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000603798,ENST00000603798[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367511,ENST00000367511[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000249064,ENST00000249064[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397910,ENST00000397910[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000327979,ENST00000327979[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000419783,ENST00000419783[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371069,ENST00000371069[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000447818,ENST00000447818[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357077,ENST00000357077[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000701218,ENST00000701218[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000433529,ENST00000433529[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000336032,ENST00000336032[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000614646,ENST00000614646[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000336985,ENST00000336985[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000339647,ENST00000339647[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000304661,ENST00000304661[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000249075,ENST00000249075[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000331366,ENST00000331366[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380737,ENST00000380737[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000672673,ENST00000672673[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000342136,ENST00000342136[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682979,ENST00000682979[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000256509,ENST00000256509[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394001,ENST00000394001[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000394621,ENST00000394621[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000494367,ENST00000494367[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000590478,ENST00000590478[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000518237,ENST00000518237[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000436210,ENST00000436210[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369449,ENST00000369449[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000268766,ENST00000268766[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000341084,ENST00000341084[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000344517,ENST00000344517[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000348332,ENST00000348332[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000270722,ENST00000270722[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000594605,ENST00000594605[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000359591,ENST00000359591[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312865,ENST00000312865[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000645214,ENST00000645214[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354452,ENST00000354452[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380097,ENST00000380097[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000289361,ENST00000289361[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379375,ENST00000379375[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264930,ENST00000264930[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000674357,ENST00000674357[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379883,ENST00000379883[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000326172,ENST00000326172[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361157,ENST00000361157[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000651039,ENST00000651039[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000529246,ENST00000529246[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264400,ENST00000264400[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000480945,ENST00000480945[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000253055,ENST00000253055[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371795,ENST00000371795[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000243498,ENST00000243498[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000371733,ENST00000371733[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000251166,ENST00000251166[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378444,ENST00000378444[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000511041,ENST00000511041[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357166,ENST00000357166[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263549,ENST00000263549[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000223500,ENST00000223500[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000270458,ENST00000270458[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000392320,ENST00000392320[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000271277,ENST00000271277[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354258,ENST00000354258[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000218340,ENST00000218340[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000227471,ENST00000227471[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000333323,ENST00000333323[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399903,ENST00000399903[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000251630,ENST00000251630[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000378060,ENST00000378060[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000642356,ENST00000642356[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000333279,ENST00000333279[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000396271,ENST00000396271[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000268053,ENST00000268053[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360228,ENST00000360228[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000273075,ENST00000273075[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000359263,ENST00000359263[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000245185,ENST00000245185[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374492,ENST00000374492[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453026,ENST00000453026[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000433642,ENST00000433642[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358664,ENST00000358664[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306071,ENST00000306071[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000644861,ENST00000644861[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000578921,ENST00000578921[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367075,ENST00000367075[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000434457,ENST00000434457[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000306384,ENST00000306384[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000300146,ENST00000300146[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000302754,ENST00000302754[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000375940,ENST00000375940[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295049,ENST00000295049[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000275767,ENST00000275767[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000301335,ENST00000301335[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000525643,ENST00000525643[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000454422,ENST00000454422[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000044462,ENST00000044462[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000355995,ENST00000355995[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000340607,ENST00000340607[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000418257,ENST00000418257[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265113,ENST00000265113[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000274711,ENST00000274711[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000646803,ENST00000646803[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312280,ENST00000312280[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000373232,ENST00000373232[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000603996,ENST00000603996[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000403687,ENST00000403687[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000447382,ENST00000447382[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000335272,ENST00000335272[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000253814,ENST00000253814[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312561,ENST00000312561[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000226279,ENST00000226279[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370558,ENST00000370558[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000259951,ENST00000259951[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000265465,ENST00000265465[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000451871,ENST00000451871[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000684578,ENST00000684578[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000326446,ENST00000326446[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000190611,ENST00000190611[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000309033,ENST00000309033[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368474,ENST00000368474[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320805,ENST00000320805[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000263997,ENST00000263997[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000329363,ENST00000329363[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397747,ENST00000397747[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000324225,ENST00000324225[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000220751,ENST00000220751[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000356080,ENST00000356080[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000377727,ENST00000377727[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000258200,ENST00000258200[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000368706,ENST00000368706[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000382723,ENST00000382723[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295971,ENST00000295971[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000450418,ENST00000450418[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000303115,ENST00000303115[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000333681,ENST00000333681[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000216968,ENST00000216968[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000302277,ENST00000302277[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000428956,ENST00000428956[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000294725,ENST00000294725[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000682872,ENST00000682872[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395068,ENST00000395068[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000312499,ENST00000312499[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395834,ENST00000395834[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000453177,ENST00000453177[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000223321,ENST00000223321[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367500,ENST00000367500[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264864,ENST00000264864[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000251547,ENST00000251547[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000683756,ENST00000683756[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000281142,ENST00000281142[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000685392,ENST00000685392[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000649529,ENST00000649529[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000374580,ENST00000374580[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000360997,ENST00000360997[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000337451,ENST00000337451[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262209,ENST00000262209[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295898,ENST00000295898[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000690863,ENST00000690863[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000335565,ENST00000335565[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000450525,ENST00000450525[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000262013,ENST00000262013[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000427190,ENST00000427190[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000372230,ENST00000372230[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000348831,ENST00000348831[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000357949,ENST00000357949[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000602586,ENST00000602586[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000380152,ENST00000380152[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000612339,ENST00000612339[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000370328,ENST00000370328[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000462833,ENST00000462833[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000296795,ENST00000296795[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000358431,ENST00000358431[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000604567,ENST00000604567[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000441325,ENST00000441325[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000650150,ENST00000650150[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000618562,ENST00000618562[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000367545,ENST00000367545[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000295414,ENST00000295414[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000529239,ENST00000529239[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000313028,ENST00000313028[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000431489,ENST00000431489[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369512,ENST00000369512[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000538197,ENST00000538197[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000299367,ENST00000299367[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000350721,ENST00000350721[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000399247,ENST00000399247[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000444746,ENST00000444746[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000397410,ENST00000397410[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000419735,ENST00000419735[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000570711,ENST00000570711[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000369318,ENST00000369318[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000361871,ENST00000361871[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000330439,ENST00000330439[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000222250,ENST00000222250[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000266544,ENST00000266544[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379370,ENST00000379370[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000301455,ENST00000301455[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000354323,ENST00000354323[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000323482,ENST00000323482[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000379388,ENST00000379388[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000395925,ENST00000395925[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320876,ENST00000320876[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000264657,ENST00000264657[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000614987,ENST00000614987[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000323267,ENST00000323267[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000332995,ENST00000332995[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000261211,ENST00000261211[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000320650,ENST00000320650[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000304952,ENST00000304952[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000568686,ENST00000568686[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
ENST00000255390,ENST00000255390[All Fields] AND (biomol_mrna[PROP] AND refseq[filter])
